 271
1.46	1.583	1.4401	1.31562	1.23574	1.13961
1.47	1.583	1.44197	1.31828	1.23879	1.1428
1.48	1.583	1.44383	1.32093	1.24182	1.146
1.49	1.583	1.44567	1.32356	1.24485	1.14921
1.5	1.583	1.4475	1.32617	1.24786	1.15243
1.51	1.583	1.44931	1.32877	1.25085	1.15565
1.52	1.583	1.45111	1.33136	1.25384	1.15889
1.53	1.583	1.4529	1.33393	1.25681	1.16213
1.54	1.583	1.45467	1.33649	1.25976	1.16538
1.55	1.583	1.45643	1.33903	1.2627	1.16863
1.56	1.583	1.45818	1.34156	1.26563	1.1719
1.57	1.583	1.45991	1.34407	1.26855	1.17517
1.58	1.583	1.46162	1.34657	1.27145	1.17844
1.59	1.583	1.46333	1.34905	1.27433	1.18171
1.6	1.583	1.46502	1.35152	1.27721	1.18496
1.61	1.583	1.4667	1.35398	1.28006	1.18821
1.62	1.583	1.46836	1.35642	1.28291	1.19145
1.63	1.583	1.47001	1.35885	1.28574	1.19467
1.64	1.583	1.47164	1.36126	1.28855	1.19788
1.65	1.583	1.47327	1.36365	1.29135	1.20108
1.66	1.583	1.47488	1.36604	1.29414	1.20427
1.67	1.583	1.47647	1.36841	1.29691	1.20745
1.68	1.583	1.47805	1.37076	1.29967	1.21061
1.69	1.583	1.47962	1.3731	1.30242	1.21377
1.7	1.583	1.48118	1.37542	1.30515	1.21691
1.71	1.583	1.48272	1.37773	1.30786	1.22004
1.72	1.583	1.48425	1.38003	1.31056	1.22315
1.73	1.583	1.48576	1.38231	1.31325	1.22626
1.74	1.583	1.48726	1.38457	1.31592	1.22935
1.75	1.583	1.48875	1.38683	1.31858	1.23242
1.76	1.583	1.49023	1.38906	1.32122	1.23549
1.77	1.583	1.49169	1.39129	1.32385	1.23854
1.78	1.583	1.49314	1.3935	1.32646	1.24158
1.79	1.583	1.49457	1.39569	1.32906	1.2446
1.8	1.583	1.496	1.39787	1.33165	1.24761
1.81	1.583	1.49741	1.40004	1.33422	1.25061
1.82	1.583	1.4988	1.40219	1.33677	1.2536
1.83	1.583	1.50019	1.40432	1.33931	1.25657
1.84	1.583	1.50156	1.40645	1.34184	1.25952
1.85	1.583	1.50291	1.40855	1.34435	1.26247
1.86	1.583	1.50426	1.41065	1.34685	1.2654
1.87	1.583	1.50559	1.41273	1.34933	1.26831
1.88	1.583	1.50691	1.41479	1.3518	1.27121
1.89	1.583	1.50821	1.41684	1.35425	1.2741
1.9	1.583	1.50951	1.41888	1.35669	1.27697
1.91	1.583	1.51079	1.4209	1.35912	1.27983
1.92	1.583	1.51205	1.42291	1.36153	1.28268
1.93	1.583	1.51331	1.42491	1.36392	1.28551
1.94	1.583	1.51455	1.42689	1.3663	1.28832
1.95	1.583	1.51578	1.42885	1.36867	1.29113
1.96	1.583	1.517	1.43081	1.37102	1.29392
1.97	1.583	1.5182	1.43274	1.37336	1.29669
1.98	1.583	1.51939	1.43467	1.37568	1.29945
1.99	1.583	1.52057	1.43658	1.37799	1.30219
2	1.583	1.52174	1.43847	1.38028	1.30492
2.01	1.583	1.52289	1.44035	1.38256	1.30764
2.02	1.583	1.52403	1.44222	1.38483	1.31034
2.03	1.583	1.52516	1.44408	1.38708	1.31303
2.04	1.583	1.52628	1.44592	1.38931	1.3157
2.05	1.583	1.52738	1.44774	1.39153	1.31836
2.06	1.583	1.52847	1.44956	1.39374	1.32101
2.07	1.583	1.52955	1.45135	1.39593	1.32363
2.08	1.583	1.53062	1.45314	1.39811	1.32625
2.09	1.583	1.53167	1.45491	1.40028	1.32885
2.1	1.583	1.53272	1.45667	1.40243	1.33144
2.11	1.583	1.53375	1.45841	1.40456	1.33401
2.12	1.583	1.53477	1.46014	1.40668	1.33656
2.13	1.583	1.53577	1.46186	1.40879	1.33911
2.14	1.583	1.53677	1.46356	1.41088	1.34163
2.15	1.583	1.53775	1.46525	1.41296	1.34415
2.16	1.583	1.53872	1.46692	1.41502	1.34665
2.17	1.583	1.53968	1.46858	1.41707	1.34913
2.18	1.583	1.54063	1.47023	1.41911	1.3516
2.19	1.583	1.54156	1.47186	1.42113	1.35405
2.2	1.583	1.54248	1.47348	1.42314	1.35649
